Time_On_FB,Age,Area_Income,Daily_Internet_Usage,Fashion_FB_Group,Male,Country,Timestamp,clickNumeric,click
50.6,61,35684.82,225.78,No,Female,Saudi Arabia,1/29/2016 5:39,1,CLICK
65.6,32,62792.43,238.1,No,Female,Nepal,6/17/2016 20:18,0,NO_CLICK
39.86,39,51171.23,210.78,No,Female,Ghana,2/23/2016 13:55,1,CLICK
62.6,25,58847.07,262.78,No,Female,Iran,7/9/2016 11:18,1,CLICK
57.2,42,57739.03,110.66,No,Female,New Zealand,3/19/2016 11:09,1,CLICK
73.15,25,64631.22,211.12,No,Male,Libyan Arab Jamahiriya,1/29/2016 7:14,0,NO_CLICK
89.6,24,50337.93,193.97,No,Female,Sri Lanka,6/14/2016 7:02,0,NO_CLICK
79.6,38,67781.31,135.24,No,Male,United Arab Emirates,5/18/2016 3:19,1,CLICK
43.97,36,68863.95,233.78,No,Male,Indonesia,1/30/2016 9:54,1,CLICK
39.6,27,55901.12,255.78,No,Male,Saint Vincent and the Grenadines,4/25/2016 16:58,1,CLICK
45.6,25,64775.1,113.78,No,Male,Mongolia,1/14/2016 16:30,0,NO_CLICK
49.6,36,67686.16,204.56,No,Female,Honduras,7/6/2016 5:34,0,NO_CLICK
38.63,48,57777.11,203.78,No,Female,Papua New Guinea,4/7/2016 10:51,1,CLICK
84,48,46868.53,158.78,No,Male,Kyrgyz Republic,4/17/2016 5:08,0,NO_CLICK
65.6,50,40926.93,151.78,No,Male,Ethiopia,1/28/2016 17:03,1,CLICK
37.6,36,22205.74,135.48,No,Male,Rwanda,2/18/2016 22:42,1,CLICK
61.6,24,58920.44,196.77,No,Male,Kyrgyz Republic,6/24/2016 21:09,0,NO_CLICK
81.6,35,63006.14,185.78,No,Male,Grenada,6/20/2016 4:24,1,CLICK
64.67,52,24316.61,178.78,No,Male,Togo,2/14/2016 16:33,1,CLICK
76.6,42,68348.99,237.78,No,Female,Pakistan,2/27/2016 13:51,0,NO_CLICK
49.6,30,66263.37,171.78,No,Male,Falkland Islands (Malvinas),5/7/2016 15:16,0,NO_CLICK
76.6,40,63493.6,157.78,No,Male,Jersey,3/16/2016 20:10,1,CLICK
80.6,30,56984.09,160.33,No,Male,Cayman Islands,6/26/2016 2:06,1,CLICK
68.6,37,51691.55,181.02,No,Female,South Africa,7/17/2016 14:26,1,CLICK
39.5,31,49911.25,153.78,No,Male,Micronesia,1/28/2016 16:42,1,CLICK
46.6,31,33502.57,157.78,No,Male,Tajikistan,6/16/2016 18:04,0,NO_CLICK
80.6,44,65834.97,211.78,No,Male,Bolivia,6/19/2016 23:21,0,NO_CLICK
67.76,46,66176.97,197.78,No,User_Identified,Cameroon,5/24/2016 17:42,0,NO_CLICK
51.6,53,51463.17,263.78,No,Female,Ecuador,3/1/2016 22:06,1,CLICK
52.7,41,41059.64,268.78,No,Male,Zambia,1/31/2016 8:50,1,CLICK
68.41,38,61428.18,202.78,No,Female,Guinea-Bissau,4/30/2016 15:27,0,NO_CLICK
82.6,39,51593.46,258.78,No,User_Identified,Micronesia,1/13/2016 20:38,1,CLICK
74.54,24,57518.73,219.75,No,Female,Bahamas,3/30/2016 16:15,0,NO_CLICK
79.6,52,52656.13,190.08,No,User_Identified,Cape Verde,4/29/2016 18:53,0,NO_CLICK
87.85,31,52178.98,192.78,No,Male,French Polynesia,6/14/2016 19:48,0,NO_CLICK
60.23,60,46239.14,229.78,No,Male,Saudi Arabia,7/15/2016 15:43,1,CLICK
36.6,35,48918.55,149.25,No,Male,France,3/24/2016 5:38,0,NO_CLICK
78.17,27,65227.79,174.78,No,Male,Burundi,4/26/2016 20:57,1,CLICK
67.91,23,55002.05,109.78,No,Male,Latvia,1/12/2016 3:28,1,CLICK
79.6,27,52261.73,150.78,No,Male,Morocco,4/9/2016 23:26,1,CLICK
41.16,29,59448.44,121.78,No,Male,Venezuela,3/28/2016 9:15,1,CLICK
53.54,32,47314.45,108.03,No,Female,Palau,6/23/2016 11:05,1,CLICK
64.6,26,55411.06,260.78,No,Male,Isle of Man,1/24/2016 1:53,0,NO_CLICK
45.6,29,66504.16,188.78,No,Male,Peru,4/15/2016 10:18,1,CLICK
62.6,36,47169.14,184.78,No,Male,Belgium,4/26/2016 13:13,0,NO_CLICK
40.6,31,70889.68,259.78,No,Female,Croatia,5/16/2016 23:21,0,NO_CLICK
49.6,37,55358.88,136.99,No,Female,France,1/18/2016 2:51,1,CLICK
58.95,55,56242.7,147.78,No,Male,Slovenia,6/20/2016 8:34,1,CLICK
64.6,51,45522.44,132.78,No,User_Identified,Peru,7/18/2016 4:53,0,NO_CLICK
38.6,49,46931.03,110.84,No,Female,Belarus,7/1/2016 1:12,1,CLICK
91.1,40,55499.69,259.78,No,Male,Bolivia,3/7/2016 22:51,0,NO_CLICK
65.6,23,75805.12,149.21,No,Female,Benin,5/2/2016 15:31,1,CLICK
52.6,23,40345.49,267.78,No,Female,Wallis and Futuna,7/23/2016 6:18,1,CLICK
64.63,45,15598.29,172.78,No,Male,Azerbaijan,6/12/2016 3:11,1,CLICK
58.6,28,33239.2,135.78,No,User_Identified,Mongolia,2/15/2016 20:41,1,CLICK
76.07,36,68033.54,174.78,No,User_Identified,Denmark,1/23/2016 1:42,0,NO_CLICK
47.6,22,38427.66,263.78,No,Female,Russian Federation,2/26/2016 1:18,0,NO_CLICK
78.35,46,53185.34,253.48,No,Female,Brazil,1/11/2016 2:07,0,NO_CLICK
46.14,28,39723.97,189.78,No,Male,Ethiopia,4/4/2016 13:56,1,CLICK
49.6,41,43386.07,191.78,No,Female,Guyana,1/14/2016 9:27,1,CLICK
47.6,28,53922.43,236.78,No,Male,Ethiopia,4/25/2016 3:18,1,CLICK
49.6,49,71881.84,124.78,No,Female,Mauritius,3/5/2016 23:02,0,NO_CLICK
53.6,29,47139.21,155.78,No,Female,Djibouti,1/6/2016 21:43,0,NO_CLICK
83.66,38,68877.02,175.14,No,Female,Syrian Arab Republic,2/18/2016 3:58,0,NO_CLICK
84.6,33,65186.58,263.78,No,Male,Saint Martin,4/16/2016 14:15,0,NO_CLICK
52.6,33,55424.24,224.07,No,Male,Netherlands Antilles,2/24/2016 6:18,0,NO_CLICK
46.6,46,46500.11,239.78,No,Female,Greece,6/29/2016 1:19,1,CLICK
55.6,26,58820.16,224.2,No,User_Identified,Madagascar,1/5/2016 6:34,0,NO_CLICK
52.84,47,28495.21,212.78,No,Female,Senegal,7/16/2016 10:14,1,CLICK
44.6,40,61840.26,108.78,No,Male,Burkina Faso,6/17/2016 3:23,0,NO_CLICK
58.6,46,37908.29,230.78,No,Male,Czech Republic,6/13/2016 11:06,0,NO_CLICK
64.6,39,69805.7,201.29,No,Female,Lao People's Democratic Republic,4/5/2016 8:18,1,CLICK
82.6,26,60315.19,268.78,No,Male,Netherlands Antilles,4/17/2016 18:38,0,NO_CLICK
34.6,49,67323,218.78,No,Female,Qatar,2/3/2016 16:54,1,CLICK
67.6,26,50055.33,174.78,No,Male,Andorra,4/18/2016 21:07,0,NO_CLICK
79.6,50,43573.66,122.45,No,Male,Liechtenstein,6/18/2016 22:31,1,CLICK
71.03,55,28186.65,150.77,No,User_Identified,China,3/12/2016 7:18,1,CLICK
84.6,33,66412.04,186.78,No,Female,Vietnam,1/15/2016 1:20,1,CLICK
58.05,46,15879.1,195.54,No,Male,Tajikistan,2/12/2016 10:39,1,CLICK
75,29,63965.16,230.36,No,Male,Eritrea,2/16/2016 2:29,0,NO_CLICK
79.61,36,58342.63,235.97,No,Female,Monaco,4/4/2016 21:23,0,NO_CLICK
52.56,31,33147.19,250.36,No,Male,Israel,4/24/2016 1:48,1,CLICK
89.6,26,65899.68,197.78,No,Female,Hungary,5/20/2016 0:00,1,CLICK
78.6,26,64188.5,201.54,No,Female,Singapore,5/15/2016 3:10,0,NO_CLICK
39.6,61,58966.22,105.78,No,Male,Cuba,1/7/2016 23:02,1,CLICK
36.6,33,44078.24,110.78,No,Female,Reunion,7/19/2016 12:05,1,CLICK
49.96,55,60968.62,147.78,No,User_Identified,Zambia,4/4/2016 0:02,1,CLICK
77.44,28,65620.25,210.39,No,Female,Gabon,6/10/2016 4:21,0,NO_CLICK
82.58,38,65496.78,158.78,No,Male,Dominica,3/11/2016 14:50,0,NO_CLICK
44.6,21,52462.04,262.78,No,Male,Bahamas,1/14/2016 20:58,1,CLICK
47.23,38,70582.55,149.8,No,Male,Tokelau,6/22/2016 5:22,1,CLICK
76.6,50,51816.27,111.78,No,Female,Turkmenistan,3/19/2016 8:00,0,NO_CLICK
65.57,46,23410.75,211.78,No,Female,Belgium,4/15/2016 15:07,1,CLICK
82.6,26,62729.4,237.78,No,Male,French Guiana,3/28/2016 2:29,0,NO_CLICK
57.6,30,48867.67,139.78,No,Male,Martinique,1/22/2016 15:03,1,CLICK
41.6,36,50971.73,184.78,No,Male,French Polynesia,6/25/2016 17:33,1,CLICK
86.6,28,67990.84,216.78,No,Female,Ecuador,3/4/2016 14:33,0,NO_CLICK
65.6,34,43241.19,262.78,No,Female,Puerto Rico,6/29/2016 2:48,1,CLICK
47.6,33,60082.66,226.69,No,Male,United Arab Emirates,6/18/2016 1:42,0,NO_CLICK
48.6,56,65180.97,225.78,No,Male,Burkina Faso,1/31/2016 9:57,1,CLICK
73.27,57,67301.39,175.78,No,Male,Luxembourg,5/22/2016 15:17,0,NO_CLICK
74.58,40,70701.31,230.52,No,Female,Jamaica,7/22/2016 11:05,1,CLICK
80.6,31,60997.84,241.78,No,Male,Antarctica (the territory South of 60 deg S),7/13/2016 14:05,0,NO_CLICK
87.16,33,60805.93,167.78,No,Female,China,2/11/2016 11:50,0,NO_CLICK
57.6,37,50711.68,207.78,No,Male,Western Sahara,3/16/2016 20:33,0,NO_CLICK
66.26,33,14548.06,179.04,No,Male,Lebanon,4/25/2016 19:31,1,CLICK
71.6,29,41335.84,175.78,No,Female,Hong Kong,7/14/2016 22:43,1,CLICK
64.6,33,76480.16,198.86,No,Male,Vanuatu,5/30/2016 8:02,1,CLICK
82.6,38,67132.46,244.23,No,Female,Vanuatu,2/14/2016 11:36,0,NO_CLICK
73.6,54,52581.16,180.78,No,Female,Guatemala,1/23/2016 21:15,0,NO_CLICK
62.6,21,55195.61,237.78,No,Female,Greenland,7/18/2016 2:51,0,NO_CLICK
86.76,44,48679.54,127.78,No,User_Identified,Syrian Arab Republic,2/10/2016 8:21,0,NO_CLICK
44.6,32,63109.74,233.78,No,Female,Saint Helena,1/4/2016 6:37,0,NO_CLICK
79.6,19,44490.09,197.93,No,Male,Lebanon,6/5/2016 21:38,1,CLICK
46.6,54,57667.99,132.27,No,Female,Malta,6/1/2016 3:17,1,CLICK
87.27,30,51824.01,181.78,No,Male,Christmas Island,3/6/2016 6:51,1,CLICK
88.6,54,66198.66,190.78,No,Female,Ukraine,2/26/2016 19:35,0,NO_CLICK
42.6,40,73174.19,219.55,No,Female,Malta,7/13/2016 14:30,0,NO_CLICK
77.6,47,56593.8,163.78,No,Male,Italy,6/29/2016 7:20,0,NO_CLICK
71.33,31,31072.44,178.78,No,Female,Japan,3/15/2016 6:54,1,CLICK
50.6,41,66773.83,179.78,No,Female,Mauritius,6/11/2016 6:47,0,NO_CLICK
41.6,48,72553.94,167.78,No,Male,Turkey,7/17/2016 13:22,1,CLICK
81.6,57,43708.88,161.78,No,Female,Namibia,2/14/2016 14:38,1,CLICK
45.44,25,48453.55,119.27,No,Female,China,5/4/2016 5:01,1,CLICK
67.6,31,73413.87,257.78,No,Male,Netherlands,5/20/2016 12:17,0,NO_CLICK
72.6,27,58114.3,158.29,No,Male,Gibraltar,1/26/2016 2:47,0,NO_CLICK
49.42,34,45465.25,128,No,Male,Congo,7/7/2016 18:07,1,CLICK
57.6,21,50147.72,246.78,No,Male,Senegal,1/11/2016 12:46,0,NO_CLICK
79.6,38,61004.51,135.78,No,Female,Hungary,5/12/2016 12:11,1,CLICK
33.6,35,53898.89,154.78,No,Male,Pitcairn Islands,2/28/2016 23:21,1,CLICK
85.01,29,59797.64,260.78,No,Female,Slovakia (Slovak Republic),5/3/2016 16:02,0,NO_CLICK
68.95,51,74623.27,185.85,No,Male,United States Virgin Islands,3/15/2016 20:19,0,NO_CLICK
51.6,29,58677.69,177.78,No,Female,Monaco,7/23/2016 5:21,1,CLICK
48.6,34,62109.8,246.06,No,Female,Portugal,3/11/2016 10:01,0,NO_CLICK
43.07,36,60583.02,137.63,No,Male,Turkey,2/11/2016 20:45,1,CLICK
88.6,43,65576.05,216.78,No,Male,Uganda,7/6/2016 23:09,1,CLICK
82.6,40,73882.91,117.78,No,Female,Norfolk Island,3/22/2016 19:14,0,NO_CLICK
55.6,25,50468.36,198.78,No,Male,Niue,5/26/2016 13:28,0,NO_CLICK
33.6,34,51409.45,234.75,No,User_Identified,Ukraine,6/18/2016 19:10,0,NO_CLICK
67.47,60,60514.05,225.05,No,Male,Vanuatu,3/20/2016 7:12,0,NO_CLICK
69.6,30,57195.96,231.91,No,User_Identified,United States Minor Outlying Islands,6/3/2016 7:00,0,NO_CLICK
64.6,34,52802.58,194.78,No,Male,Armenia,2/3/2016 15:15,0,NO_CLICK
41.6,28,56570.06,147.78,No,Male,Sweden,5/3/2016 16:55,0,NO_CLICK
88.6,19,51049.47,190.17,No,Male,Timor-Leste,6/20/2016 2:25,0,NO_CLICK
72.6,35,66629.61,250.2,No,Male,French Southern Territories,7/10/2016 19:15,0,NO_CLICK
86.6,35,70185.06,194.95,No,Female,Finland,1/4/2016 4:00,1,CLICK
71.6,57,43111.41,205.78,No,Male,Saint Vincent and the Grenadines,4/20/2016 16:49,1,CLICK
56.57,31,56435.6,223.78,No,Female,Senegal,1/23/2016 13:14,1,CLICK
83.91,29,53223.58,214.78,No,Female,Burundi,1/4/2016 22:27,0,NO_CLICK
90.6,28,57179.91,229.88,No,User_Identified,Bahamas,4/8/2016 22:40,0,NO_CLICK
71.23,52,41521.28,122.59,No,Female,Sweden,1/5/2016 11:53,1,CLICK
47.23,22,73538.09,254.78,No,Male,Svalbard & Jan Mayen Islands,3/17/2016 22:24,1,CLICK
45.6,30,63664.32,149.78,No,Female,Tonga,6/29/2016 4:23,0,NO_CLICK
63.6,38,61757.12,200.78,No,Male,Korea,5/25/2016 19:45,0,NO_CLICK
44.6,28,71727.51,218.78,No,Female,Kyrgyz Republic,6/17/2016 23:19,0,NO_CLICK
64.6,24,72203.96,167.78,No,Male,Costa Rica,4/24/2016 7:20,1,CLICK
65.6,37,50671.6,105.86,No,Male,Liechtenstein,3/18/2016 13:00,1,CLICK
36.6,29,47510.42,230.78,No,Female,Zimbabwe,4/28/2016 21:58,1,CLICK
52.6,50,62466.1,149.78,No,Female,Costa Rica,2/12/2016 8:46,1,CLICK
45.6,49,59683.16,248.51,No,Female,Hungary,7/11/2016 13:23,1,CLICK
49.13,32,41097.17,251.78,No,Female,Fiji,1/29/2016 0:45,1,CLICK
76.6,50,39799.73,149.78,No,Female,Netherlands,1/5/2016 16:26,0,NO_CLICK
78.6,42,76984.21,164.02,No,Female,Sweden,6/20/2016 8:22,0,NO_CLICK
61.82,59,57877.15,247.78,No,Male,Barbados,2/6/2016 17:48,1,CLICK
56.6,48,59047.91,156.78,No,User_Identified,Paraguay,6/22/2016 17:19,0,NO_CLICK
70.61,28,72154.68,190.12,No,Female,Italy,4/16/2016 5:24,0,NO_CLICK
37.6,22,65704.79,148.78,No,Female,Belarus,1/17/2016 5:07,0,NO_CLICK
43.6,42,72948.76,212.59,No,Female,South Georgia and the South Sandwich Islands,7/8/2016 22:30,0,NO_CLICK
40.6,34,73941.91,269.78,No,Male,Anguilla,3/11/2016 0:05,0,NO_CLICK
71.6,37,57887.64,219.78,No,Female,Sierra Leone,6/10/2016 0:35,1,CLICK
48.86,35,62463.7,128.37,No,Male,Saint Martin,1/4/2016 0:44,1,CLICK
52.6,25,42838.29,183.78,No,Female,Uganda,1/1/2016 15:14,1,CLICK
61.6,32,43778.88,118.78,No,Male,Saudi Arabia,7/10/2016 17:24,1,CLICK
36.6,40,71157.05,249.78,No,Female,Greenland,3/27/2016 19:50,1,CLICK
72.94,31,74159.69,190.84,No,Female,Venezuela,4/29/2016 13:38,0,NO_CLICK
53.63,54,50333.72,167.78,No,Male,Liberia,1/8/2016 18:13,1,CLICK
52.35,30,33293.78,182.78,No,Male,Mali,6/5/2016 7:54,0,NO_CLICK
80.6,51,38641.2,206.78,No,Male,Bosnia and Herzegovina,6/29/2016 10:50,1,CLICK
51.58,33,49822.78,118.78,No,Female,Brunei Darussalam,4/24/2016 13:46,1,CLICK
69.6,29,63891.29,187.09,No,Male,South Georgia and the South Sandwich Islands,2/14/2016 4:14,1,CLICK
55.04,53,43881.73,204.78,No,Male,Czech Republic,6/15/2016 5:43,1,CLICK
58.6,41,13996.5,171.54,No,Male,El Salvador,7/6/2016 12:04,1,CLICK
69.6,27,48761.14,154.78,No,Male,Tokelau,3/31/2016 13:54,0,NO_CLICK
82.6,30,69758.31,231.78,No,Female,France,6/21/2016 0:52,0,NO_CLICK
35.6,19,52530.1,235.78,No,User_Identified,Gabon,5/27/2016 5:23,0,NO_CLICK
72.6,52,58363.12,213.96,No,Female,Bulgaria,1/17/2016 18:45,0,NO_CLICK
86.6,60,60575.99,215.78,No,Male,Burkina Faso,4/7/2016 20:34,1,CLICK
72.6,45,48206.04,154.78,No,Female,Mayotte,5/2/2016 18:37,1,CLICK
43.88,54,31523.09,184.78,No,Male,Somalia,6/4/2016 17:24,1,CLICK
49.6,26,66187.58,223.78,No,Female,Albania,4/7/2016 18:52,1,CLICK
72.18,30,69438.04,228.78,No,Female,Bolivia,6/10/2016 22:21,0,NO_CLICK
76.6,44,14775.5,160.78,No,Female,Jersey,5/19/2016 6:37,1,CLICK
80.55,35,68016.9,139.78,No,Female,British Virgin Islands,3/28/2016 23:01,0,NO_CLICK
83.6,41,78520.99,268.78,No,Male,Saint Helena,1/21/2016 22:51,1,CLICK
89.6,36,31998.72,147.78,No,Male,Bosnia and Herzegovina,3/12/2016 6:05,1,CLICK
80.46,29,56909.3,230.78,No,Female,India,6/4/2016 9:13,1,CLICK
55.6,41,61161.29,267.78,No,Male,Georgia,5/24/2016 10:16,0,NO_CLICK
35.21,51,52340.1,254.78,No,Male,United States Minor Outlying Islands,3/25/2016 6:36,1,CLICK
36.37,40,47338.94,144.53,No,Male,Kiribati,4/22/2016 0:28,1,CLICK
74.07,22,50950.24,149.78,No,Male,Ghana,3/22/2016 4:13,0,NO_CLICK
40.6,53,77143.61,197.66,No,Female,Samoa,1/14/2016 8:27,1,CLICK
88.6,29,57032.36,260.78,No,Female,Iran,4/14/2016 21:37,1,CLICK
40.88,31,48554.45,119.78,No,Male,Costa Rica,5/31/2016 17:50,1,CLICK
90.6,31,39552.49,232.78,No,Male,Northern Mariana Islands,3/17/2016 6:25,1,CLICK
35.49,47,36884.23,172.78,No,Female,Liechtenstein,4/13/2016 7:07,1,CLICK
56.56,26,68783.45,127.78,No,Male,Grenada,2/3/2016 22:11,0,NO_CLICK
36.62,48,51119.93,269.78,No,Male,Poland,2/2/2016 19:59,1,CLICK
49.35,49,44304.13,187.78,No,Female,Kenya,4/7/2016 20:38,1,CLICK
78.6,59,69718.19,132.78,No,Male,Iran,3/15/2016 19:35,0,NO_CLICK
84.6,27,63429.18,198.79,No,User_Identified,Belgium,3/11/2016 12:39,0,NO_CLICK
77.05,29,65756.36,197.78,No,Female,Namibia,5/17/2016 18:06,1,CLICK
35.6,46,77871.75,196.17,No,Male,Cyprus,2/28/2016 23:10,0,NO_CLICK
59.6,58,47258.59,151.78,No,Male,Japan,3/2/2016 6:35,0,NO_CLICK
82.6,41,55984.89,155.78,No,Male,Zimbabwe,2/27/2016 8:52,1,CLICK
70.6,34,44275.13,150.78,No,Male,Andorra,3/14/2016 4:34,1,CLICK
47.6,50,25767.16,183.78,No,Female,Luxembourg,3/10/2016 15:07,1,CLICK
78.6,49,37605.11,139.32,No,Female,Cyprus,5/1/2016 8:27,1,CLICK
48.6,41,25739.09,225.78,No,Male,Turkey,6/12/2016 11:17,1,CLICK
63.6,28,60188.38,228.78,No,Male,Hong Kong,5/28/2016 12:20,0,NO_CLICK
52.6,40,67682.32,262.78,No,User_Identified,Netherlands,3/18/2016 9:08,1,CLICK
71.6,44,44307.18,189.78,No,Female,United States Virgin Islands,5/26/2016 6:03,1,CLICK
43.16,35,25371.52,216.78,No,Male,Marshall Islands,7/6/2016 3:40,1,CLICK
33.6,43,23942.61,127.2,No,Female,Western Sahara,4/29/2016 14:10,0,NO_CLICK
69.6,29,50666.5,175.78,No,Male,Saint Vincent and the Grenadines,3/5/2016 20:53,1,CLICK
79.89,30,50356.06,241.38,No,Male,United States of America,5/30/2016 8:35,0,NO_CLICK
64.6,54,63936.5,260.78,No,Male,Angola,4/10/2016 6:32,0,NO_CLICK
63.6,28,69874.18,179.78,No,Female,Cayman Islands,1/20/2016 2:31,1,CLICK
33.6,34,50038.65,146.78,No,Female,Swaziland,7/20/2016 21:53,0,NO_CLICK
75.6,39,67866.95,166.78,No,Male,Wallis and Futuna,1/17/2016 4:12,0,NO_CLICK
49.6,48,54645.2,159.69,No,Female,Zimbabwe,2/24/2016 7:13,1,CLICK
40.6,32,46780.09,187.78,No,Female,Chad,3/26/2016 19:37,1,CLICK
85.6,34,67432.49,128.78,No,Female,Saint Martin,6/4/2016 9:25,0,NO_CLICK
79.6,39,73392.28,147.78,No,User_Identified,Rwanda,4/22/2016 7:48,0,NO_CLICK
54.6,38,47682.28,105.71,No,Female,Moldova,3/31/2016 8:53,1,CLICK
71.6,31,56735.83,232.21,No,Female,Gabon,4/16/2016 8:36,0,NO_CLICK
32.6,30,51013.37,269.78,No,User_Identified,Denmark,5/12/2016 20:57,1,CLICK
79.09,32,69481.85,173.78,No,Male,Svalbard & Jan Mayen Islands,5/7/2016 21:32,1,CLICK
43.6,28,67033.34,156.78,No,Female,Poland,6/25/2016 0:33,0,NO_CLICK
83.69,36,68717,138.78,No,User_Identified,Fiji,3/23/2016 5:27,0,NO_CLICK
66.6,31,59340.99,222.72,No,Male,Philippines,3/4/2016 13:47,1,CLICK
43.49,45,47968.32,124.67,No,Female,Vietnam,6/14/2016 12:08,1,CLICK
85.6,35,48758.92,193.78,No,Female,Jersey,5/11/2016 19:13,1,CLICK
52.6,49,61230.03,229.78,No,Male,Indonesia,1/21/2016 23:33,1,CLICK
84.6,30,54755.71,255.78,No,User_Identified,Palestinian Territory,1/15/2016 19:45,1,CLICK
50.6,34,54324.73,203.78,No,Male,Latvia,4/23/2016 9:42,0,NO_CLICK
87.6,42,52177.4,220.78,No,Male,Malta,5/23/2016 8:06,1,CLICK
63.6,33,51163.14,124.61,No,Male,Afghanistan,2/27/2016 15:04,0,NO_CLICK
82.6,27,66861.67,225.97,No,Female,Austria,2/23/2016 17:37,0,NO_CLICK
90.6,34,63107.88,254.94,No,Male,Micronesia,3/17/2016 22:59,1,CLICK
32.6,41,49206.4,178.78,No,Female,Mexico,2/28/2016 3:34,1,CLICK
74.6,49,55942.04,117.33,No,Male,Chile,3/15/2016 14:33,1,CLICK
63.6,49,33601.84,214.78,No,Male,Cuba,3/3/2016 20:20,0,NO_CLICK
55.6,46,48867.36,107.56,No,Male,Belarus,4/6/2016 14:16,1,CLICK
67.6,40,56683.32,179.78,No,Female,Malawi,5/1/2016 9:23,1,CLICK
78.6,43,38260.89,240.78,No,Female,Afghanistan,5/30/2016 8:02,1,CLICK
53.6,23,54106.21,199.29,No,Female,Luxembourg,4/4/2016 11:39,0,NO_CLICK
74.61,50,71055.22,161.78,No,Male,South Africa,4/6/2016 23:10,0,NO_CLICK
89.18,37,46403.18,263.78,No,Male,Nepal,4/26/2016 21:45,0,NO_CLICK
58.6,29,61690.93,143.78,No,User_Identified,Spain,5/25/2016 0:34,1,CLICK
75.6,37,26130.93,234.78,No,Male,Hong Kong,2/11/2016 16:45,0,NO_CLICK
51.6,36,58638.75,169.1,No,User_Identified,Slovakia (Slovak Republic),1/30/2016 0:05,0,NO_CLICK
70.39,32,47357.39,244.78,No,Male,Cayman Islands,7/12/2016 10:56,0,NO_CLICK
43.6,52,50086.17,140.78,No,Male,Uganda,4/23/2016 3:46,1,CLICK
79.6,33,51772.58,250.11,No,Male,Vanuatu,4/16/2016 10:36,0,NO_CLICK
54.6,35,47638.3,225.78,No,Male,Anguilla,3/11/2016 13:07,1,CLICK
82.6,50,38987.42,166.78,No,Male,Switzerland,3/2/2016 15:39,1,CLICK
32.6,26,51363.16,190.78,No,Male,Zimbabwe,7/13/2016 21:31,0,NO_CLICK
52.6,34,35764.49,183.78,No,Female,Uruguay,5/29/2016 18:12,1,CLICK
50.87,24,62939.5,190.41,No,Female,Liberia,5/10/2016 17:13,1,CLICK
46.6,30,58776.67,223.2,No,Male,Egypt,5/7/2016 8:39,0,NO_CLICK
46.6,25,59106.12,195.78,No,User_Identified,Greece,1/17/2016 13:27,0,NO_CLICK
37.65,51,50457.01,161.29,No,Male,Bahrain,3/9/2016 6:22,1,CLICK
53.6,43,54251.78,124.78,No,Male,Sri Lanka,4/5/2016 18:02,1,CLICK
50.6,45,51920.49,131.78,No,Male,Kazakhstan,4/1/2016 7:37,1,CLICK
68.25,40,70324.8,243.78,No,Female,Greenland,2/15/2016 16:18,0,NO_CLICK
81.32,25,52416.18,248.78,No,Female,Moldova,3/8/2016 5:12,0,NO_CLICK
54.6,39,66217.31,241.5,No,User_Identified,Poland,2/9/2016 23:38,0,NO_CLICK
48.6,50,60938.73,138.78,No,Male,Anguilla,6/17/2016 9:38,0,NO_CLICK
39.6,33,40243.82,149.78,No,Male,Central African Republic,6/1/2016 12:27,1,CLICK
58.6,19,60151.77,177.78,No,Male,Mexico,2/26/2016 23:44,0,NO_CLICK
87.6,40,45945.88,180.78,No,Female,Togo,3/11/2016 9:58,0,NO_CLICK
80.6,54,63430.33,234.78,No,Male,Armenia,4/28/2016 2:55,0,NO_CLICK
82.41,47,65882.81,186.78,No,Female,Nicaragua,4/12/2016 4:22,0,NO_CLICK
43.6,27,64410.8,196.78,No,Male,Eritrea,2/10/2016 20:43,1,CLICK
56.6,27,55677.12,212.78,No,Female,Canada,5/1/2016 23:21,0,NO_CLICK
70.05,30,75560.65,203.44,No,User_Identified,Croatia,3/24/2016 17:48,0,NO_CLICK
32.6,32,61067.58,219.78,No,Male,Switzerland,4/22/2016 19:45,0,NO_CLICK
70.6,41,72330.57,167.26,No,Female,Yemen,3/9/2016 12:10,0,NO_CLICK
89.6,29,32549.95,125.78,No,Female,Tokelau,3/30/2016 5:29,1,CLICK
56.6,44,51257.26,225.78,No,Female,Armenia,1/24/2016 13:41,1,CLICK
50.6,45,77220.42,187.03,No,Male,Equatorial Guinea,7/15/2016 9:42,0,NO_CLICK
85.6,56,52520.75,113.78,No,Female,Barbados,6/7/2016 5:41,0,NO_CLICK
39.6,22,59422.47,160.78,No,Female,American Samoa,5/31/2016 23:32,1,CLICK
74.6,33,22456.04,241.78,No,Male,Saint Lucia,5/14/2016 14:49,1,CLICK
79.18,31,58443.99,136.78,No,Female,Algeria,1/10/2016 20:18,0,NO_CLICK
85.6,29,50820.74,240.78,No,Male,Turkmenistan,2/21/2016 16:57,0,NO_CLICK
68.6,30,67575.12,158.81,No,Female,Mayotte,5/23/2016 0:32,0,NO_CLICK
33.6,39,66522.79,257.78,No,Male,South Africa,7/21/2016 20:30,0,NO_CLICK
40.6,45,34903.67,138.78,No,Female,Macao,5/15/2016 18:44,1,CLICK
52.6,54,43073.78,140.95,No,Male,France,6/30/2016 0:43,0,NO_CLICK
43.6,44,57594.7,132.78,No,Male,Equatorial Guinea,2/24/2016 6:17,1,CLICK
43.6,19,66027.31,219.78,No,Male,Mali,5/30/2016 21:22,1,CLICK
